Domain,Paragraph_ID,Source_Document_ID,Tuple_ID,ProbeID,Probe_Number,Probe_Type,Paragraph,Probe_Question,Gold_Label
Pubmed,P16P2,P16P2,P16P2_T2,P16P2_T2_5,5,condition_contradicted,"Numerous long noncoding RNAs (lncRNAs) have recently emerged as targets for clinical translation. We previously identified 121 novel, differentially expressed prostate cancer (PCa) lncRNAs, including SChLAP1, which is overexpressed in a subset of tumors and associated with more aggressive disease. We subsequently validated a novel RNA in situ hybridization (ISH) assay for detection of SChLAP1 in formalin-fixed, paraffin-embedded (FFPE) tissue and used this assay to demonstrate that high SChLAP1 expression independently predicts biochemical PCa recurrence (ie, prostate-specific antigen [PSA] relapse) after radical prostatectomy in patients with clinically localized PCa. Although biochemical recurrence almost universally precedes clinical disease recurrence, many PCa patients with biochemical recurrence do not develop lethal disease. Given the predictive value of SChLAP1 ISH for biochemical recurrence after radical prostatectomy, we sought to investigate whether high SChLAP1 expression on ISH is also associated with development of lethal PCa (PCa-specific mortality or distant metastases).",,Not Supported
Pubmed,P103P7,P103P7,P103P7_T1,P103P7_T1_4,4,original_condition,"The results from three independent clinical breast cancer sample sets showed that PLA2G7 is highly expressed in hormone receptor negative breast cancers. Analysis of transcriptomic data indicated a significant association between high PLA2G7 mRNA expression and poor prognosis in primary breast cancer samples. However, the association between high PLA2G7 protein expression and unfavourable disease outcome was not seen at the protein level in samples derived from primary breast cancers. Surprisingly, when evaluating the protein expression of PLA2G7 in the lymph node metastases, high PLA2G7 protein expression was significantly associated with poor prognosis. The reason for the inconsistent results in survival analyses of primary breast cancer samples using either PLA2G7 mRNA or protein expression remain to be investigated. The qRT-PCR primers and antibody used for evaluation of PLA2G7 expression detect both of the transcripts listed in the current release of the Ensembl database. It can be hypothesised that the results may be affected by possible PLA2G7 protein secretion or the expression of PLA2G7 by stromal and inflammatory cells present in the samples. However, the association between high PLA2G7 expression and poor prognosis using samples from lymph node metastases was acquired using the protein expression of PLA2G7 only in the tumour cells, supporting the role for PLA2G7 in cancer progression. Furthermore, PLA2G7 was also highly expressed in metastatic or aggressive tumours derived from cancers of other origins, indicating a wider range of significance in cancer progression. However, although high PLA2G7 expression associates with aggressive tumours and metastasis in many tissues, the results were opposite in thyroid tissue, suggesting that the role of PLA2G7 is multifaceted and dependent on the nature of the disease and biological context.",,Supported
Pubmed,P160P6,P160P6,P160P6_T2,P160P6_T2_5,5,condition_contradicted,"The most promising phenes identified in this study have been investigated regarding their biological plausibility and turned out to agree well with previous findings as described in literature. For example, the top-ranking phene ‚ÄúRATIO #CD8_border1 TO #CD34_border1‚Äù suggests that a high ratio of areas of CD8(+) cells and CD34(+) microvessels in the tight tumor border are correlated with a good prognosis and long-term disease-free survival. This corresponds to high densities of CD8(+) cells and/or low microvessel densities, which as separate properties have been shown to be associated with good prognosis in prostate cancer in the literature. The second-best phene ‚ÄúDIST CD68 TO CD34 IN nonIntact‚Äù which is also closely related to the 6th-ranked ‚ÄúRATIO #CD68_border2 TO #CD34_border1‚Äù as well includes the microvessel density in the tumor region, stating that larger distance of CD68(+) macrophages to microvessels or a high density of CD68(+) macrophages together with a low microvessel density point to a good prognosis. Again, a low microvessel density seems to be beneficial as well as a higher density of CD68(+) macrophages. This corresponds well to the 4th-ranked phene ‚ÄúRATIO #CD8_nonIntact TO #CD163_nonIntact‚Äù where a high density of CD8(+) and importantly a low density CD163(+) relate to a good prognosis. Finally, also the mixture pattern of differently-sized non-cancerous and cancerous glands provides prognostic value as shown by the 3rd-ranked phene ‚ÄúCORR Haralick on intact & non-intact glands‚Äù. Here, a low linear dependency between glands of different types relates to cases without tumor progression. This to a certain degree reflects and refines the criteria used for Gleason scoring by systematically quantifying glandular patterns. Current limitations of the prostate study include the moderate size of the study population (90 patients), the lack of an independent validation cohort from a different clinical site, as well as the limited length of the follow-up times for certain patients. In future work we are aiming to improve on these limitations, in particular, to test our findings on an additional patient cohort. Also, we will validate the prognostic phenes we identified in whole slide images from resected prostate tissue in fine needle biopsies. If similar patterns of the immunological landscape are observed also in needle biopsies Tissue Phenomics will directly improve critical treatment decision in prostate cancer patients, for example, avoiding an unnecessary surgery, particularly in the case of intermediate risk patients. Finally, also in the context of immunotherapies Tissue Phenomics offers large potential to better stratify patients for the treatment options currently available for prostate cancer.",,Not Supported
Pubmed,P76P8,P76P8,P76P8_T2,P76P8_T2_4,4,original_condition,We have very recently shown that promoter methylation of the immune checkpoint receptor PD-1 is an independent prognostic biomarker for biochemical recurrence-free survival in PCa patients following radical prostatectomy. The aim of the present study was to quantify PD-L1 DNA methylation in prostate tissue samples and to evaluate its potential role as a prognostic biomarker in PCa.,,Supported
Pubmed,P20P4,P20P4,P20P4_T1,P20P4_T1_3,3,condition_removed,"Low AXIN2 expression was associated with PCa recurrence after RP in our test population as well as in external validation cohorts, and its expression levels in PCa cells significantly impacted invasiveness, proliferation, and tumor growth. Given these novel roles, further study of AXIN2 in PCa may yield promising new predictive and therapeutic strategies.",,Not Enough Evidence
Pubmed,P22P11,P22P11,P22P11_T1,P22P11_T1_3,3,condition_removed,"Despite these limitations, our findings are particularly intriguing and provide a unique, more individualized approach to managing men receiving SRT post-RP. Indeed, the GC biomarker provides accurate and comprehensive insight regarding tumor aggressiveness in these individuals. Specifically, this biomarker accurately down-staged almost 50% of patients predicted to harbor very aggressive tumors by clinical features. Most importantly, it accurately identifies a group of men with a 33% 5-yr risk of metastases despite SRT who may be excellent candidates for inclusion into clinical trials for novel therapies due to their very high-risk of metastases despite local salvage therapy.",,Not Enough Evidence
Pubmed,P31P5,P31P5,P31P5_T1,P31P5_T1_1,1,relation_contradicted,"PCa is the most common cancer among men but could be the least life-threatening if it receives proper treatment. However, the current prevailing clinical screening or testing approach suffers from limitations because of the inability to manage patients particularly with respect to prevent over- or insufficient treatments. Our genome-wide study for the first time provides thousands of differential methylation regions as well as the genes associated with many different collaborative differential methylation patterns for PCa. Furthermore, our work provides insight into how DNA methylation in Distal and Genic regions might play critical roles in contributing to prostate tumorigenesis and henceforth may act either positively or negatively with TSS to alter gene regulation in tumors.",,Not Supported
Pubmed,P87P15,P87P15,P87P15_T7,P87P15_T7_5,5,condition_contradicted,"Wnt5a has been suggested as a biomarker in prostate cancer, but its prognostic outcome has been inconsistent. The increased WNT5A gene expression in high Gleason cancer samples compared to low Gleason samples is in agreement with results from Yamamoto et al. who reported increased Wnt5a IHC staining of prostatectomy tissue samples with high Gleason grade. This oncogenic effect of Wnt5a in prostate cancer progression is also supported by studies of cell lines, where Wnt5a has been shown to improve migration capacity, induce androgen resistance in prostate cancer metastases, and induce bone metastasis. Contrary to this, other IHC studies of prostatectomy tissue samples have detected a tumor-suppressing role of Wnt5a in prostate cancer; increased Wnt5a IHC expression has been associated with increased 10 years survival, and a lower risk of biochemical recurrence. This was, however, only true for low Gleason grade samples in one of the studies. This apparent opposing role of Wnt5a in prostate cancer may be explained by the paradoxical effect of Wnt5a in other cancers. In melanoma, pancreatic and gastric cancer, Wnt5a expression is associated with worse prognosis, but in colon and thyroid cancer Wnt5a expression is associated with better prognosis. The tumor-promoting role of Wnt5a can be caused by activation of NCWP, whereas the tumor-suppressing role may be caused by inhibition of the CWP. Because of this conflicting role in different cancer types, we suspect that Wnt5a alone may not be a useful biomarker for prostate cancer.",,Not Supported
Pubmed,P87P8,P87P8,P87P8_T1,P87P8_T1_1,1,relation_contradicted,"To investigate if the CWP is activated in prostate cancer, we compared gene expression of the central CWP genes between cancer and normal samples of the main cohort using sample subsets balanced and unbalanced for stroma content according to histopathology. The level of Œ≤-catenin, the key component of the CWP pathway, showed no significant altered expression in cancer compared to normal, and two of the main components of the Œ≤-catenin destruction complex, GSK3B and AXIN1, were significantly upregulated in cancer. This may suggest increased activity of Œ≤-catenin destruction in prostate cancer, contrary to what is expected when the CWP is turned on. Additionally, the Wnt ligand genes associated with the CWP were not significantly changed in cancer compared to normal samples. Other important findings are reduced expression of the receptor FZD1, increased expressions of the antagonist SFRP4 and casein kinase CSNK1E, which support the absence of CWP activation. Although some variations were observed, the lack of upregulation of the main CWP genes suggests no increased expression activity of the CWP in prostate cancer in our main cohort.",,Not Supported
Pubmed,P112P8,P112P8,P112P8_T4,P112P8_T4_1,1,relation_contradicted,"The growing importance of miR-100-5p in carcinogenesis has been realized by several groups, which have investigated the multifaceted role of this microRNA in numerous cancers. More specifically, miR-100 has been shown to regulate apoptosis and cell cycle arrest through regulating myotubularin related protein 3 in breast cancer cells. MTMR3 inhibition through miR-100 activates p27 that can either turn on apoptosis through Bax/Bcl-2 or G2/M cell cycle arrest through CDK1/Cyclin B. An analysis of human prostate cancer samples by Leite et al. revealed a global deregulation of miR-100-5p during the transition from high grade localized prostate cancer to metastasis. Loss of miR-100-5p was concurrently reported to promote prostate cancer metastasis through regulation of migration, invasion, epithelial-mesenchymal transition, and stemness of cancer cells by upregulating AGO2 expression. In sharp contrast, however, patients with higher levels of miR-100-5p were more likely to relapse following radical prostatectomy. In light of these studies, Leite et al. suggested a context-dependent role for miR-100-5p in prostate cancer, which heavily depends on the stochastic needs of a tumour cell upon therapeutic insults and nutrient availability. Oncogenic miR-100-5p can stimulate rapid proliferation by downregulating SMARCA5, BAZ2A, and THAP2 in the pRb signalling pathway. In a reversed role, miR-100-5p could potentially downregulate mTOR pathway thus reducing cell proliferation. Further, our data indicates that miR-100 is induced by androgen ablation and concordantly androgens inhibit miR-100 expression. Even though we do not explore how miR-100 expression is regulated, we can infer that miR-100-5p plays a double role in promoting hormone resistance: it is acutely upregulated upon androgen-deprivation therapy and therefore it is required for androgen-independent survival in dormant prostate cancer cells. To the contrary, in AR-negative cells, miR-100 promotes cell proliferation. In keeping with this multifaceted role, our clinical and bio-informatics data suggest that miR-100-5p inhibits the expression of several other tumor-suppressive genes, which are involved in both androgen-independent survival and proliferation.",,Not Supported
Pubmed,P47P3,P47P3,P47P3_T2,P47P3_T2_1,1,relation_contradicted,"Overall 36%, 13%, 11% and 40% of prostate cancer was classified as m-ERG+, m-ETS+, m-SPINK1+ and Triple Negative, respectively. Univariable analysis demonstrated that m-SPINK1+ tumors were more common in African-American men but less commonly associated with positive surgical margins compared to the m-ERG+ group. Compared to the Triple Negative group, m-SPINK1+ showed similar associations with race and surgical margins in univariable and multivariable analyses across the entire cohort. Survival analyses did not show significant differences among m-ERG+, m-ETS+ and Triple Negative cases. m-SPINK1+ independently predicted prostate cancer specific mortality after metastasis and biochemical recurrence.",,Not Supported
Pubmed,P41P7,P41P7,P41P7_T2,P41P7_T2_1,1,relation_contradicted,"Analysis of miRNA expression in prostate tissue linked miR-95 to aggressive form of PCa. This miRNA was up-regulated in high grade, the TMPRSS2-ERG fusion-positive tumors, and in patients with subsequently developed biochemical recurrence (BCR) after radical prostatectomy. MiRNAs highly expressed in PCa tissues were also detectable in urine from PCa patients. Moreover, the urinary levels of miR-21 had significant discriminatory power to separate PCa patients from BPH, while the combined analysis of urinary miR-19a and miR-19b was prognostic for BCR. In PCa, the diagnostic potential of urinary miRNA panel (miR-21, miR-19a, and miR-19b) was higher than that of the PSA test (AUC = 0.738 vs. AUC = 0.514).",,Not Supported
Pubmed,P87P20,P87P20,P87P20_T5,P87P20_T5_5,5,condition_contradicted,"Decreased concentrations of citrate and spermine have been associated with aggressive prostate cancer, and our results therefore suggest the NCWP-EMT signature to be associated with an aggressive metabolic profile. Reduced citrate can be a result of increased energy production through the Krebs cycle in prostate cancer. Previously, Wnt5a signaling has been identified as a regulator of the energy metabolism in melanoma cancer cells, and alterations of this metabolism have also been associated with EMT in cancer. Another study detected that reduced polyamine content promoted EMT in non-tumor cells. We therefore hypothesize that NCWP-EMT activation is associated with alterations in citrate and spermine metabolism in prostate cancer, although the direct mechanisms require further investigation.",,Not Supported
Pubmed,P67P8,P67P8,P67P8_T1,P67P8_T1_4,4,original_condition,"Taken together, these studies provide significant credence to the functional role of the TXA2-TP signalling axis in cancer progression and to the growing body of evidence for the prophylactic benefits of aspirin in reducing cancer risk by lowering TXA2 levels. Whether there is a particular added clinical benefit of aspirin therapy in those patients showing elevated TPŒ≤ or TPŒ± needs to be considered. Furthermore, investigation of the therapeutic potential of targeting TPŒ≤ and/or TPŒ± through the use of receptor antagonists, such as in adjuvant therapy, for PCa treatment may also be warranted.",,Supported
Pubmed,P116P4,P116P4,P116P4_T2,P116P4_T2_4,4,original_condition,"The mTOR signaling pathway is hyperactivated in prostate cancer tumors compared with benign tissues. Alterations leading to hyperactivation of mTOR and its upstream regulators are among the most frequent genomic alterations in metastatic castration-resistant prostate cancer. However, whether nuclear mTOR is directly implicated in prostate cancer progression or transcriptional cross-talk with the androgen receptor remains unknown. In this study, we demonstrate that activated androgen receptor enhances and reprograms mTOR chromatin binding and that nuclear mTOR activity is essential for androgen-mediated transcriptional reprogramming of metabolism in prostate cancer cells. We also observed a strong correlation between mTOR nuclear content and prostate cancer aggressiveness. Finally, we identified an mTOR-dependent transcriptional signature that discriminates between normal tissues, primary cancer, and metastatic disease and predicts recurrence, underscoring the biological and clinical importance of nuclear mTOR activity.",,Supported
Pubmed,P75P1,P75P1,P75P1_T1,P75P1_T1_5,5,condition_contradicted,"Evidence supports the upregulation of MUC1 in prostate cancer (PC). However, this has not been thoroughly investigated. We report here an association of MUC1 upregulation with PC metastasis and the development of castration resistant PC (CRPC). MUC1 expression was specifically increased in DU145 cell-derived PC stem-like cells (PCSLCs) in comparison to their non-PCSLCs counterparts. While immunohistochemistry staining of 34 primary PCs revealed variability in MUC1 expression, Nanostring technology demonstrated elevated MUC1 mRNA levels in 4 of 7 PCs compared to their normal matched tissues. By analyzing MUC1 mRNA levels and gene copy number (GCN) using the Oncomine database, elevations in MUC1 mRNA in 82 metastases versus 280 primary PCs and in MUC1 GCN in 37 metastases over 181 primary tumors were demonstrated. Analysis of genomic datasets within cBioPortal revealed increases in MUC1 GCN in 2% of primary PCs, 6% of metastatic PCs, and 33% of CRPCs; in comparison, the respective increase in androgen receptor (AR) GCN was 1%, 63%, and 56%, revealing a specific increase in MUC1 GCN for CRPC. Furthermore, a 25-gene MUC1 network was amplified in 52% of CRPCs compared to 69% of CRPCs displaying increases in an AR co-regulator group. While genomic alterations in the MUC1 network largely overlap with those in the AR group, 18 CRPCs, 66.7% being neuroendocrine PC, showed genomic alterations only in the MUC1 network. Moreover, genomic alterations in the MUC1 network correlated with PC relapse. Collectively, our observations suggest a combination therapy involving MUC1-based immunotherapy and androgen deprivation.",,Not Supported
Pubmed,P12PR6,P12,P12PR6_T1,P12PR6_T1_1,1,relation_contradicted,"As the proteomic footprint of microRNAs in PC had not previously been defined comprehensively, we performed RPPA analysis in LNCaP cells transfected with SiM-miRNA mimetics. Importantly, only 12%, at most, of the SiM-miRNA effects measured via RPPA could be explained by direct miRNA binding onto the corresponding mRNAs. This suggests that most of the effects of these SiM-mRNAs in cells are indirect. We focused our analysis on common pathways concordantly regulated by the SiM miRNAs in metPC, including cell cycle, apoptosis, Akt/mTOR signaling, migration and the AR axis. In agreement with the antiproliferative effect of the SiM-miRNAs seen in our MTT experiments, positive regulators of cell cycle, including phospho Rb(pSer807/811), cyclin B1, PCNA, CDK1 and c-Myc, were suppressed, whereas the negative regulators Cyclin E1 and p27 were increased. The increase in p27 was consistent with the significant decrease in Skp2. Receptor tyrosine kinase cell cycle activators, such as HER3, pEGFR(pTyr1068), IGF1R and VEGFR2, as well as the AKT/mTOR pathway were frequently affected. Positive regulators of apoptosis, such as BIM and SMAC, were increased, in agreement with our finding of increased cleaved PARP levels. Moreover, cell junction and cell adhesion proteins that generally suppress cell migration and metastasis, such as claudin7 and E-cadherin, were concordantly upregulated upon re-expression of the SiM-miRNAs mimetics. MicroRNA-205 has been previously reported to upregulate E-cadherin and induce a mesenchymal-to-epithelial transition. Collectively, our findings indicate that the SiM-miRNAs induce a combinatorial proteomic profile of suppressed cell cycle, AKT/mTOR signaling and metastatic potential, with increased apoptosis, cell adhesion and mesenchymal-to-epithelial transition signaling. Thus the silencing of these miRNAs in metPC would have a broad impact across cellular functions, including increased mitosis, AKT/mTOR signaling and metastatic potential, while suppressing apoptosis and cell adhesion.",,Not Supported
Pubmed,P55P4,P55P4,P55P4_T6,P55P4_T6_3,3,condition_removed,"In this respect, the rare variant c.251G>A (p.G84E) in the HOXB13 gene was reported to be associated with prostate cancer. Meta-analyses have estimated the increased prostate cancer risk from this mutation to be 4- to 5-fold and even higher among early onset prostate cancer patients and prostate cancer patients with a family history of prostate cancer. Moreover, fine-scale mapping at the HOXB gene cluster at 17q21‚Äì22 had identified a number of highly correlated common SNPs that were associated with prostate cancer risk and tagging the rare HOXB13 p.G84E variant. This not only further established the association between HOXB13 p.G84E and prostate cancer risk, but also provided evidence that genome-wide association study associations could actually be driven by rare variants. Interestingly, the HOXB13 gene encodes a transcription factor that plays an important regulatory role during embryonic development, but also in tumorigenesis. For example, HOXB13 was reported to regulate the transcription of androgen receptor target genes and together with HOXA9, HOXB13 is the most commonly deregulated gene in solid cancers. Moreover, HOXB13 was shown to preferentially bind a low-risk prostate cancer susceptibility allele located in an androgen receptor and FOXA1 binding site, thereby enhancing RFX6 expression and promoting metastasis. In breast cancer, HOXB13 gene expression is regulated by estrogen in an estrogen receptor dependent manner. Furthermore, a high HOXB13:IL17BR expression ratio was found to be a prognostic and predictive biomarker for estrogen receptor-positive breast cancer patients. The poor response to tamoxifen therapy that is predicted from high HOXB13 expression has been shown to be mediated by HOXB13 through the direct suppression of estrogen receptor, the induction of IL6 expression and mTOR pathway activation. Considering these observations, HOXB13 might also be a likely candidate for being a breast cancer susceptibility gene. So far, three studies have investigated this hypothesis but obtained contradictory results. In the study by Alanee et al., the HOXB13 p.G84E mutation was shown to confer an increased breast cancer risk, however, Akbari et al. could not replicate this association in a larger study. Laitinen et al. also found no association with breast cancer risk, but did observe a suggestive association in a particular high-risk subgroup. Importantly, all three studies only investigated the prostate cancer risk-associated variant p.G84E.",,Not Enough Evidence
Pubmed,P121P2,P121P2,P121P2_T2,P121P2_T2_1,1,relation_contradicted,"Several clinical studies have demonstrated the relevance of cancer stem cells (CSCs) that clearly correlate with recurrence, metastasis and poor survival in solid tumors. Recent objective responses observed in Phase I/II clinical trials of various CSC-targeted agents in a number of advanced refractory solid tumors have further established the importance of CSCs as a therapeutic target.",,Not Supported
Pubmed,P139P3,P139P3,P139P3_T4,P139P3_T4_5,5,condition_contradicted,"Our results showed that expression level of CPNE1 is higher in prostate cancer than in normal prostate tissues. In the GSE35988 dataset, CPNE1 expression was found to be upregulated in castration-resistant prostate cancer compared with non-castration-resistant prostate cancer. Furthermore, we found that CPNE1 high expression was significantly related to tumor stage, Gleason score, and poorer biochemical recurrence-free survival in prostate cancer patients. Co-expression analysis of TCGA data showed that CPNE1 is significantly associated with TRAF2 expression. CPNE1 overexpression can upregulate TRAF2 expression in prostate cancer DU-145 cells as determined by Western blotting and immunofluorescence assays.",,Not Supported
Pubmed,P125P2,P125P2,P125P2_T3,P125P2_T3_3,3,condition_removed,"PCA3 has a bimodal distribution in both biopsy and radical prostatectomy (RP) tissues, where low PCA3 expression was significantly associated with high grade disease. PCA3 had a poor performance of predicting high grade disease in initial biopsy with 55% sensitivity and high false negative rates; 42% of high Gleason (‚â•8) samples had low PCA3. In RP, low PCA3 is associated with adverse pathological features, clinical recurrence outcome and greater probability of metastatic progression.",,Not Enough Evidence
Pubmed,P37P8,P37P8,P37P8_T1,P37P8_T1_5,5,condition_contradicted,"In the present study, we used three independent PC patient cohorts to identify and validate novel diagnostic and prognostic miRNA candidate markers for PC. Initially, using a training cohort, we employed global miRNA analysis to identify differentially expressed miRNAs between non-malignant and PC tissue samples and between clinically relevant subgroups of PC. Moreover, we trained and validated two new miRNA signatures with improved diagnostic and prognostic performance as compared to single miRNAs. Thus, a novel 13-miRNA diagnostic classifier distinguished non-malignant and PC samples with very high accuracy in a training set (n = 147) and was successfully validated in a large independent patient sample set (n = 157). Furthermore, a novel 3-miRNA prognostic classifier predicted biochemical recurrence (BCR) risk after RP independently of routine clinicopathological parameters in a training cohort (n = 126) as well as in two independent validation cohorts (n = 110/n = 99).",,Not Supported
Pubmed,P113P4,P113P4,P113P4_T1,P113P4_T1_4,4,original_condition,We found that the identified miRNAs through meta-analysis are candidate predictive markers for recurrent PCa after radical prostatectomy.,,Supported
Pubmed,P196P5,P196P5,P196P5_T1,P196P5_T1_1,1,relation_contradicted,"Image guided radiation therapy (IGRT) represents a primary treatment modality for localized prostate cancer. Prospective evidence supports combination androgen deprivation therapy (ADT) and IGRT to both improve local control (ie, radiosensitization) and target occult metastases, reducing the disease-specific mortality in high-risk prostate cancer. However, the benefit of systemic intensification is debatable for intermediate-risk prostate cancer (IR-PCa), especially when treated with dose-escalated IGRT (DE-IGRT). The National Comprehensive Cancer Network (NCCN) now endorses including additional factors to subclassify an unfavorable IR-PCa subgroup that is at higher risk of metastatic relapse and prostate cancer-specific mortality and therefore more likely to benefit from combined modality treatments such as ADT with radiation therapy (RT).",,Not Supported
Pubmed,P17P6,P17P6,P17P6_T1,P17P6_T1_5,5,condition_contradicted,"Utilizing the LNCaP and abl cell lines, which model hormone-dependent and -independent growth characteristics as well as the clinical properties of a significant portion of ADPC (androgen-dependent prostate cancer) and CRPC (castration-resistant prostate cancer) patients, respectively, the current study is the first to explore genome-wide CREB1 signaling individually and in collaboration with FoxA1. Our integrated genomics approach compiles CREB1 and FoxA1 binding site data with gene expression profiles of transcripts responsive to individual TF silencing to characterize cooperative CREB1/FoxA1 transcriptional activity. We also utilize these genomic datasets in a knowledge-driven approach to the discovery of prognostic gene panels. We have demonstrated that coordinated CREB1/FoxA1 signaling contributes to disease-relevant transcription programs in both ADPC and CRPC cells. We further show that CRPC-associated CREB1/FoxA1 target genes provide valuable tools for assessing risk of prostate cancer recurrence in primary patient tissues. Importantly, we demonstrate that CREB1/FoxA1 transcriptional activity is sensitive to kinase inhibitors that impact the transcription co-regulator MED1. We propose that this work reveals a potentially targetable transcription regulatory signaling axis that may serve as a robust biomarker of disease recurrence.",,Not Supported
Pubmed,P91P14,P91P14,P91P14_T2,P91P14_T2_5,5,condition_contradicted,"Tumors with regional lymph node metastasis, despite being limited in number, showed significantly lower SOCS1 and prostein expression and higher levels of Ki67, MET and p21 than those without lymph node involvement. SOCS1 might impinge on multiple signaling pathways that promote aggressive growth, migration, invasion and metastasis, resulting in metastatic spread to regional lymph nodes. Increased MET expression had been reported in metastatic PCa. We have recently shown using PCa cell lines that SOCS1 inhibits HGF-induced MET signaling and attenuated their migration and invasion. Consistent with this report, MET overexpression correlated with high proliferation and regional lymph node metastasis. However, we did not observe significant correlation between SOCS1 and MET protein expression. Several factors could contribute to this discrepancy between the studies on cell lines and in primary cancers. For instance, in primary cancers retaining SOCS1 expression, MET mutations might allow escape from SOCS1-mediated regulation. Alternatively, signaling pathways other than MET might contribute to aggressive growth of cancer cells retaining SOCS1 expression. The association between p21 and metastasis, but not with tumor grade is also intriguing. Although the number of metastatic cancers included in our study is small, our finding raises the possibility that the proposed function of cytosolic p21 in promoting cell motility might contribute to PCa metastasis. Even though the loss of SOCS1 did not correlate with increased MET or p21 expression as we had expected, our findings support the tumor suppressor function of SOCS1, and the oncogenic potential of MET and p21 in PCa. The expression of p21 also showed a strong correlation to AR levels, which is expressed in androgen-independent PCa and contributes to disease progression in a ligand-independent manner, renewing the interest in AR blockade. MET and AR levels also showed a marked tendency for positive correlation, although this was not statistically significant. Overall, the expression of SOCS1, MET and p21 in PCa specimens may be useful to identify cases that are prone to metastatic spread and thus to put them on more aggressive treatment and/or under close monitoring. While highly specific, clinical grade anti-p21 antibodies are available, anti-MET antibodies suitable for such use are still in development and efforts must be made to develop clinical grade SOCS1 antibodies.",,Not Supported
Pubmed,P96P3,P96P3,P96P3_T1,P96P3_T1_2,2,condition_replaced,"As a case study, we applied this pipeline to systematically analyze the role of ALDH1A2 in prostate cancer. We have previously found this gene to have multiple roles in disease and homeostasis, and here we investigate the role of the associated ALDH1A2 gene/protein networks in prostate cancer, using our methodology in combination with prostate cancer patient clinical profiles from ICGC and TCGA databases. Relationships between gene signatures and relapse were analyzed using Kaplan‚ÄìMeier log-rank analysis and multivariable Cox regression. Relative expression versus pooled mean from diploid population was used for z-statistics calculation. Gene/protein interaction network analyses generated 11 core genes associated with ALDH1A2; combinatorial ranking of the power set of these core genes identified two gene sets with significant correlation with disease relapse. For the more significant of these two sets, referred to as the optimal gene set, patients have median survival 62.7 months with optimal gene set alterations compared to more than 150 months without optimal gene set alterations. Two genes comprising the optimal gene set (CYP26A1 and RDH10) are strongly associated with ALDH1A2 in the retinoic acid pathways, suggesting a major role of retinoic acid signaling in early prostate cancer progression. Our pipeline complements human expertise in the search for prognostic biomarkers in large-scale datasets.",,Not Enough Evidence
Pubmed,P188P7,P188P7,P188P7_T2,P188P7_T2_5,5,condition_contradicted,"Circulating tumour cell research is considered the start-point of the liquid biopsy field. Early in the formation and growth of a primary tumour, cells are released into the bloodstream. Several groups are studying the clinical benefit of circulating tumour cell monitoring. Circulating tumour cells have been validated as a prognostic marker in metastatic breast cancer and other solid tumours such as prostate, colorectal, and lung cancer, showing even more accuracy than conventional imaging methods for response evaluation. However, there are still technological challenges to use circulating tumour cell monitoring to detect minimal residual disease in patients at early stages. On the other hand, the molecular characterisation of circulating tumour cells is of great value to guide the selection of targeted therapies since it allows clinicians to have a dynamic view of different molecular targets such as ERBB2, EGFR, AR or PD-L1, among others.",,Not Supported
Pubmed,P13P3,P13P3,P13P3_T3,P13P3_T3_4,4,original_condition,"Prostate cancer (PC) is the most commonly diagnosed cancer in men and the second leading cause of cancer related deaths in United States. The five year survival rate of PC is almost 100% if diagnosed early. However the rate drops to ~30% if diagnosed late or once it has metastasized to distant organs. Localized primary PC is treated by prostatectomy or radiotherapy, but often patients develop metastatic disease. PC progression is dependent on androgen levels, therefore halting the androgen supply to the cancerous cells using anti androgen drugs (androgen deprivation therapy, ADT) has been the frontline option for treatment of metastatic PC. Though patients initially respond positively to ADT, in almost all patients the tumor recurs. The recurrent tumor, clinically referred as androgen independent prostate cancer (AIPC), is aggressive and no longer responds to ADT. AIPC is usually lethal, with an average life expectancy of less than 5 years",,Supported
